"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","jp_parent_route_id"
"50_50111_1_20240702","9330001006723","","三角産交→三角病院～大口→松橋",,"3",,,,"50"
"51_51160_1_20240702","9330001006723","","山鹿温泉→東郷農協前～看護福祉大学→玉名駅",,"3",,,,"51"
"51_51161_1_20240702","9330001006723","","玉名駅→看護福祉大学～東郷農協前→山鹿温泉",,"3",,,,"51"
"51_51170_1_20240702","9330001006723","","山鹿温泉→東郷農協前～蛇ヶ谷公園→玉名駅",,"3",,,,"51"
"51_51171_1_20240702","9330001006723","","玉名駅→蛇ヶ谷公園～東郷農協前→山鹿温泉",,"3",,,,"51"
"52_52140_1_20240702","9330001006723","","宇土駅前→西城の浦～松橋駅→松橋",,"3",,,,"52"
"52_52150_1_20240702","9330001006723","","宇土駅前→西城の浦～→松橋",,"3",,,,"52"
"52_52151_1_20240702","9330001006723","","松橋→～西城の浦→宇土駅前",,"3",,,,"52"
"53_53340_1_20240702","9330001006723","","山鹿温泉→米の岳～玉名市役所前→玉名駅",,"3",,,,"53"
"53_53341_1_20240702","9330001006723","","玉名駅→玉名市役所前～米の岳→山鹿温泉",,"3",,,,"53"
"54_54200_1_20240702","9330001006723","","玉名駅前→北稜高校前～坂下→南関上町",,"3",,,,"54"
"54_54201_1_20240702","9330001006723","","南関上町→坂下～北稜高校前→玉名駅前",,"3",,,,"54"
"54_54210_1_20240702","9330001006723","","くまもと県北病院→新玉名駅～坂下→南関上町",,"3",,,,"54"
"54_54211_1_20240702","9330001006723","","南関上町→坂下～新玉名駅→くまもと県北病院",,"3",,,,"54"
"56_56030_1_20240702","9330001006723","","31：本渡バスセンター→五和小中学校前～鬼池港→富岡港",,"3",,,,"56"
"56_56031_1_20240702","9330001006723","","30：富岡港→鬼池港～五和小中学校前→本渡バスセンター",,"3",,,,"56"
"56_56040_1_20240702","9330001006723","","33：本渡バスセンター→天草警察署総合庁舎前～セントラル→鬼池港",,"3",,,,"56"
"56_56041_1_20240702","9330001006723","","32：鬼池港→セントラル病院前～天草警察署総合→本渡バスセンター",,"3",,,,"56"
"57_57150_1_20240702","9330001006723","","41：本渡バスセンター→一町田中央～久玉→牛深市民病院",,"3",,,,"57"
"57_57151_1_20240702","9330001006723","","40：牛深市民病院→久玉～一町田中央→本渡バスセンター",,"3",,,,"57"
"57_57160_1_20240702","9330001006723","","52：早浦橋→牛深港～→牛深産交",,"3",,,,"57"
"57_57161_1_20240702","9330001006723","","53：牛深産交→牛深港～→早浦橋",,"3",,,,"57"
"58_58130_1_20240702","9330001006723","","51：本渡バスセンター→楠浦～上平→山の浦",,"3",,,,"58"
"58_58131_1_20240702","9330001006723","","50：山の浦→上平～楠浦→本渡バスセンター",,"3",,,,"58"
"58_58140_1_20240702","9330001006723","","54：下平→久玉～牛深産交→牛深市民病院",,"3",,,,"58"
"58_58141_1_20240702","9330001006723","","55：牛深市民病院→牛深産交～久玉→下平",,"3",,,,"58"
"59_59120_1_20240702","9330001006723","","48：下田温泉→高浜上河内～→河浦車庫",,"3",,,,"59"
"59_59121_1_20240702","9330001006723","","49：河浦車庫→上河内～→下田温泉",,"3",,,,"59"
"60_60231_1_20240702","9330001006723","","7：松島→大浦旧道～上津浦旧道→本渡バスセンター",,"3",,,,"60"
"60_60240_1_20240702","9330001006723","","6：本渡バスセンター→上津浦旧道～有明温泉→松島",,"3",,,,"60"
"60_60241_1_20240702","9330001006723","","5：松島→大浦旧道～有明温泉→本渡バスセンター",,"3",,,,"60"
"60_60271_1_20240702","9330001006723","","9：松島→大浦新道～上津浦新道→本渡バスセンター",,"3",,,,"60"
"61_61200_1_20240702","9330001006723","","教良木→知十～上天草高校前→さんぱーる",,"3",,,,"61"
"61_61201_1_20240702","9330001006723","","さんぱーる→上天草高校前～知十→教良木",,"3",,,,"61"
"61_61220_1_20240702","9330001006723","","12：本渡バスセンター→浦～教良木→松島",,"3",,,,"61"
"61_61221_1_20240702","9330001006723","","11：松島→教良木～浦→本渡バスセンター",,"3",,,,"61"
"61_61230_1_20240702","9330001006723","","14：本渡バスセンター→栖本中倉岳校→新町団地",,"3",,,,"61"
"61_61231_1_20240702","9330001006723","","13：新町団地→倉岳校栖本中→本渡バスセンター",,"3",,,,"61"
"62_62251_1_20240702","9330001006723","","46：高浜上河内→仮俣～イオン前→本渡バスセンター",,"3",,,,"62"
"62_62260_1_20240702","9330001006723","","45：本渡バスセンター→イオン前～仮俣→下田温泉",,"3",,,,"62"
"62_62261_1_20240702","9330001006723","","44：下田温泉→仮俣～イオン前→本渡バスセンター",,"3",,,,"62"
"62_62271_1_20240702","9330001006723","","47：本渡バスセンター→イオン前～仮俣→高浜上河内",,"3",,,,"62"
"68_68090_1_20240702","9330001006723","","1：道の駅たのうら→佐敷～津奈木駅→水俣産交",,"3",,,,"68"
"68_68091_1_20240702","9330001006723","","1：水俣産交→津奈木駅～佐敷→道の駅たのうら",,"3",,,,"68"
