"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"3_3021_1_20260201","1285_128502_20260201","128502_8411_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10790_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10791_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10792_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10793_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10794_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10796_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10797_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10798_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10799_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10800_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10802_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128503_20260201","128503_10803_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128504_20260201","128504_13170_20260201","桜町バスターミナル",,,,,,,"1285"
